cash_flow,own_supporting,user_other,trust_fund,exp_type,gov_level,desccription,year,value,mode,chained_value,estimate_actual,deflator
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State and local revenues from sea and inland port activities,2019,6476715000,Water,6098773977,Actual,106.402
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State and local revenues from sea and inland port activities,2020,6409732000,Water,6008372703,Actual,106.875
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State and local revenues from sea and inland port activities,2021,6843292000,Water,5899745674,Actual,117.108
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2010,1250800000,Water,1433236699,Actual,89.756
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2011,1057600000,Water,1159661838,Actual,92.191
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2012,834000000,Water,880908370.7,Actual,92.944
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2013,851200000,Water,878748774.1,Actual,94.354
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2014,744000000,Water,758170201.1,Actual,96.197
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2015,832000000,Water,855483008.6,Actual,97.039
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2016,798800000,Water,821759973.7,Actual,97.996
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2017,897200000,Water,897200000,Actual,100
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2018,852400000,Water,815561104.9,Actual,102.965
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2019,712800000,Water,671205401.3,Actual,104.87
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2020,1040000000,Water,974878140.2,Actual,105.425
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2021,1067200000,Water,920055520.6,Actual,108.67
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2022,1006400000,Water,789729746.7,Actual,114.265
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays",2010,9321000000,Water,10680523885,Actual,89.756
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays",2011,10289000000,Water,11281921951,Actual,92.191
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays",2012,9612000000,Water,10152627410,Actual,92.944
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays",2013,9690000000,Water,10003613276,Actual,94.354
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays",2014,9679000000,Water,9863345936,Actual,96.197
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays",2015,9951000000,Water,10231864686,Actual,97.039
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays",2016,10007000000,Water,10294632019,Actual,97.996
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays",2017,10034000000,Water,10034000000,Actual,100
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays",2018,10248000000,Water,9805103476,Actual,102.965
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays",2019,10947000000,Water,10308200797,Actual,104.87
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays",2020,11150000000,Water,10451818523,Actual,105.425
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays",2021,12259000000,Water,10568741217,Actual,108.67
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays",2022,12150000000,Water,9534197558,Actual,114.265
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2010,793000000,Water,908663817.3,Actual,89.756
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2011,791414000,Water,867788024,Actual,92.191
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2012,876986000,Water,926312120.4,Actual,92.944
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2013,855203419,Water,882881762.2,Actual,94.354
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2014,979000000,Water,997646003.8,Actual,96.197
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2015,1204588000,Water,1238587219,Actual,97.039
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2016,1262914000,Water,1299214040,Actual,97.996
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2017,1110897175,Water,1110897175,Actual,100
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2018,1392877028,Water,1332679878,Actual,102.965
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2019,1745402444,Water,1643551554,Actual,104.87
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2020,1568682099,Water,1470455661,Actual,105.425
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2021,1553683544,Water,1339463195,Actual,108.67
Expenditure,-,-,Trust Fund,Capital,Federal,Harbor Maintenance Trust Funded Army Corps expenditures for capital,2022,1746136521,Water,1370206630,Actual,114.265
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditures for O&M,2010,35550000,Water,40735181.22,Actual,89.756
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditures for O&M,2011,35485352,Water,38909803.84,Actual,92.191
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditures for O&M,2012,35533000,Water,37531555.32,Actual,92.944
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditures for O&M,2013,33845661,Water,34941063.34,Actual,94.354
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditures for O&M,2014,34274000,Water,34926781.55,Actual,96.197
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditures for O&M,2015,35316000,Water,36312785.98,Actual,97.039
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditures for O&M,2016,31674000,Water,32584408.37,Actual,97.996
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditures for O&M,2017,39302000,Water,39302000,Actual,100
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditures for O&M,2018,43274000,Water,41403790.77,Actual,102.965
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditures for O&M,2019,39274000,Water,36982212.3,Actual,104.87
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditures for O&M,2020,41274000,Water,38689538.81,Actual,105.425
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditures for O&M,2021,41274000,Water,35583181.74,Actual,108.67
Expenditure,-,-,Trust Fund,Non-Capital,Federal,Harbor Maintenance Trust Fund direct expenditures for O&M,2022,41274000,Water,32388022.22,Actual,114.265
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditures,2010,73284670,Water,83973679.69,Actual,89.756
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditures,2011,97194908,Water,106574532.6,Actual,92.191
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditures,2012,88688440,Water,93676725.64,Actual,92.944
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditures,2013,86167807,Water,88956596.29,Actual,94.354
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditures,2014,97868992,Water,99733001.8,Actual,96.197
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditures,2015,68337206,Water,70266007.92,Actual,97.039
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditures,2016,108000000,Water,111104252.8,Actual,97.996
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditures,2017,108359067,Water,108359067,Actual,100
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditures,2018,49273204,Water,47143722.07,Actual,102.965
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditures,2019,183217537,Water,172526094.9,Actual,104.87
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditures,2020,50037921,Water,46904687.85,Actual,105.425
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditures,2021,38009688,Water,32768949.85,Actual,108.67
Expenditure,-,-,Trust Fund,Capital,Federal,Inland Waterways Trust Funded Army Corps expenditures,2022,146666046,Water,115089963.6,Actual,114.265
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for O&M",2010,8114000000,Water,9297475679,Actual,89.756
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for O&M",2011,9053000000,Water,9926643932,Actual,92.191
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for O&M",2012,8346000000,Water,8815421178,Actual,92.944
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for O&M",2013,8374000000,Water,8645021422,Actual,94.354
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for O&M",2014,8221000000,Water,8377576912,Actual,96.197
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for O&M",2015,8461000000,Water,8699809778,Actual,97.039
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for O&M",2016,8865000000,Water,9119807419,Actual,97.996
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for O&M",2017,8601000000,Water,8601000000,Actual,100
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for O&M",2018,8791000000,Water,8411071883,Actual,102.965
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for O&M",2019,9441000000,Water,8890081641,Actual,104.87
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for O&M",2020,9741000000,Water,9131046119,Actual,105.425
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for O&M",2021,10596000000,Water,9135034011,Actual,108.67
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for O&M",2022,10532000000,Water,8264540632,Actual,114.265
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2010,1207000000,Water,1383048206,Actual,89.756
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2011,1236000000,Water,1355278018,Actual,92.191
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2012,1266000000,Water,1337206232,Actual,92.944
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2013,1316000000,Water,1358591855,Actual,94.354
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2014,1458000000,Water,1485769023,Actual,96.197
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2015,1490000000,Water,1532054907,Actual,97.039
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2016,1142000000,Water,1174824599,Actual,97.996
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2017,1433000000,Water,1433000000,Actual,100
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2018,1457000000,Water,1394031593,Actual,102.965
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2019,1506000000,Water,1418119156,Actual,104.87
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2020,1409000000,Water,1320772403,Actual,105.425
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2021,1663000000,Water,1433707206,Actual,108.67
Expenditure,-,-,Non-Trust Fund,Capital,Federal,"Maritime Administration, US Coast Guard, Federal Maritime Commission general fund outlays for capital",2022,1618000000,Water,1269656926,Actual,114.265
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2010,1250800000,Water,1433236699,Actual,89.756
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2011,1057600000,Water,1159661838,Actual,92.191
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2012,834000000,Water,880908370.7,Actual,92.944
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2013,851200000,Water,878748774.1,Actual,94.354
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2014,744000000,Water,758170201.1,Actual,96.197
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2015,832000000,Water,855483008.6,Actual,97.039
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2016,798800000,Water,821759973.7,Actual,97.996
Expenditure,-,-,Non-Trust Fund,Non-Capital,Federal,Prorated share of Army Corps O&M attributable to Commercial Navigation activities,2017,897200000,Water,897200000,Actual,100
